Cluster,Class,Count,Percentage of class (%)
444,1,20,0.11
444,4,1,0.1
445,1,20,0.11
446,1,15,0.08
447,1,22,0.12
448,1,23,0.12
449,1,19,0.1
450,1,1,0.01
450,2,2,0.04
450,3,61,1.6
450,4,2,0.21
450,5,1,0.14
450,7,15,2.73
450,9,1,0.49
451,1,1,0.01
451,4,15,1.54
451,5,1,0.14
451,6,2,0.33
451,9,2,0.99
452,1,17,0.09
452,4,1,0.1
453,1,25,0.13
454,1,35,0.19
454,3,2,0.05
454,5,1,0.14
455,1,14,0.08
456,1,18,0.1
457,1,24,0.13
457,2,2,0.04
457,4,1,0.1
457,5,1,0.14
457,6,2,0.33
458,1,50,0.27
459,1,21,0.11
460,1,31,0.17
461,3,25,0.66
462,3,24,0.63
463,2,1,0.02
463,3,15,0.39
464,3,20,0.53
465,3,17,0.45
466,1,60,0.32
466,4,1,0.1
467,1,10,0.05
467,5,3,0.43
468,1,17,0.09
469,1,20,0.11
470,2,43,0.82
471,1,30,0.16
471,2,1,0.02
471,4,1,0.1
472,1,16,0.09
473,1,51,0.28
473,2,1,0.02
473,3,1,0.03
473,4,1,0.1
473,6,2,0.33
474,1,22,0.12
474,2,2,0.04
474,3,1,0.03
474,4,1,0.1
474,7,1,0.18
475,1,5,0.03
475,3,9,0.24
476,1,38,0.2
477,1,1,0.01
477,3,75,1.97
478,2,15,0.29
478,3,2,0.05
478,4,1,0.1
479,1,12,0.06
480,2,21,0.4
480,3,1,0.03
481,1,42,0.23
482,2,32,0.61
483,2,18,0.34
484,2,35,0.67
484,4,1,0.1
485,1,2,0.01
485,2,15,0.29
485,3,62,1.63
485,4,1,0.1
485,6,3,0.49
486,3,25,0.66
486,6,2,0.33
487,3,51,1.34
488,2,1,0.02
488,3,26,0.68
489,3,69,1.81
489,6,2,0.33
490,3,43,1.13
491,1,1,0.01
491,3,55,1.45
492,1,1,0.01
492,3,9,0.24
492,4,1,0.1
492,7,2,0.36
493,2,27,0.52
493,4,1,0.1
493,6,1,0.16
493,9,2,0.99
494,2,2,0.04
494,3,10,0.26
495,1,12,0.06
495,2,1,0.02
496,1,19,0.1
496,5,1,0.14
497,3,17,0.45
498,1,1,0.01
498,3,11,0.29
498,4,1,0.1
498,6,1,0.16
499,1,1,0.01
499,5,35,5.0
499,8,3,1.17
500,2,15,0.29
500,6,1,0.16
501,2,40,0.76
502,2,63,1.2
503,4,2,0.21
503,5,68,9.71
504,5,2,0.29
504,8,133,51.75
505,5,1,0.14
505,6,1,0.16
505,8,39,15.18
505,9,1,0.49
506,1,18,0.1
507,1,16,0.09
508,1,10,0.05
508,3,1,0.03
509,1,1,0.01
509,2,2,0.04
509,4,5,0.51
509,6,2,0.33
509,9,6,2.96
510,1,10,0.05
511,1,18,0.1
512,3,15,0.39
512,4,1,0.1
513,1,2,0.01
513,2,1,0.02
513,3,5,0.13
513,4,8,0.82
513,6,35,5.71
514,1,1,0.01
514,2,11,0.21
514,3,14,0.37
514,4,6,0.62
514,5,1,0.14
514,6,8,1.31
514,9,1,0.49
515,2,22,0.42
515,3,1,0.03
516,2,1,0.02
516,3,37,0.97
517,2,28,0.53
518,1,15,0.08
519,1,59,0.32
519,2,1,0.02
520,1,26,0.14
521,1,19,0.1
522,1,24,0.13
523,1,29,0.16
524,1,11,0.06
525,1,36,0.19
526,1,26,0.14
526,5,2,0.29
527,3,22,0.58
527,4,3,0.31
528,1,15,0.08
529,1,16,0.09
530,1,25,0.13
530,2,19,0.36
530,4,1,0.1
531,1,31,0.17
531,2,4,0.08
531,4,2,0.21
531,6,1,0.16
532,2,35,0.67
